SECTION C,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count,,Metric,PULL vs. m,Sync vs. m,Ghost Count,,,,IDENTITY,Count
,10,11h07m49.4s -07d19m60s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h14m07.4s +29d46m49s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,440,02h50m25.0s +79d18m12s,1.37,0.8602,0.407,Collapse,X-Ray / Gamma,SINGULARITY,,,480,08h33m26.8s +33d55m11s,1.35,0.9999,0.296,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h49m10.1s +06d32m58s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h35m30.4s +10d57m40s,0.75,0.9999,0.165,Ghost,Radio / CMB,DARK MATTER,,,5,18h42m09.2s -49d19m49s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,567,18h15m20.1s -23d31m26s,1.33,0.9999,0.292,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,875,02h24m52.1s -01d10m35s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,17h19m10.1s +09d43m49s,1.38,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h08m32.9s -07d18m15s,0.67,0.8101,0.223,Collapse,X-Ray / Gamma,SINGULARITY,,,,29,16h14m27.9s +29d44m00s,0.36,0.7746,0.132,Collapse,X-Ray / Gamma,SINGULARITY,,,440,02h55m54.6s +79d14m32s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,480,08h32m42.2s +33d50m49s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h50m07.9s +06d29m58s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h35m29.1s +10d58m36s,3.01,0.9999,0.661,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,5,18h45m12.3s -49d12m01s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,567,18h19m39.1s -23d35m29s,0.7,0.9999,0.153,Ghost,Radio / CMB,DARK MATTER,,,875,02h29m28.3s -01d14m59s,0.98,0.9999,0.215,Forming,K-Band (IR),PROTO-MATTER,,,19,17h17m08.4s +09d43m03s,1.32,0.9999,0.291,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h09m16.3s -07d16m30s,1.34,0.9999,0.294,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h14m49.0s +29d41m11s,1.21,0.9999,0.267,Forming,K-Band (IR),PROTO-MATTER,,,440,02h57m46.0s +79d13m21s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,481,08h26m33.3s +33d31m49s,2.18,0.9999,0.479,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,40,18h51m05.5s +06d26m59s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,13,09h35m19.2s +11d03m12s,0.53,0.8114,0.177,Collapse,X-Ray / Gamma,SINGULARITY,,,5,18h46m13.5s -49d09m25s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,567,18h23m58.7s -23d39m34s,1.28,0.9999,0.282,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,875,02h38m37.1s -01d23m19s,1.45,0.9999,0.32,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,17h14m04.7s +09d41m52s,0.42,0.5908,0.265,Collapse,X-Ray / Gamma,SINGULARITY,
,10,11h11m25.8s -07d11m16s,0.35,0.6097,0.209,Collapse,X-Ray / Gamma,SINGULARITY,,,,29,16h16m17.5s +29d29m50s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,440,02h59m38.2s +79d12m10s,0.68,0.6771,0.324,Collapse,X-Ray / Gamma,SINGULARITY,,,481,08h24m13.4s +33d26m40s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h53m00.3s +06d21m00s,0.81,0.9999,0.177,Ghost,Radio / CMB,DARK MATTER,,,13,09h35m13.6s +11d05m00s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h47m14.6s -49d06m49s,0.59,0.7996,0.203,Collapse,X-Ray / Gamma,SINGULARITY,,,567,18h45m42.9s -24d00m31s,2.56,0.9999,0.563,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,876,02h42m47.5s -01d26m60s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,17h13m03.1s +09d41m27s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h12m51.7s -07d07m47s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h16m40.8s +29d26m59s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,440,03h05m19.3s +79d08m44s,1.35,0.9999,0.298,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,481,08h18m36.3s +33d15m55s,0.86,0.8447,0.265,Collapse,X-Ray / Gamma,SINGULARITY,,,40,18h54m54.5s +06d15m02s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h35m03.2s +11d07m41s,0.88,0.9999,0.193,Forming,K-Band (IR),PROTO-MATTER,,,5,18h48m15.8s -49d04m14s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,568,19h29m20.3s -24d45m08s,0.78,0.9999,0.172,Ghost,Radio / CMB,DARK MATTER,,,876,02h49m36.0s -01d32m54s,1.56,0.9999,0.343,Stable,V-Band (Green),MAGNESIUM,,,19,17h06m50.5s +09d38m55s,1.31,0.9999,0.288,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h13m34.5s -07d06m03s,1.64,0.9999,0.362,High-Tension,B/V (Violet),CALCIUM,,,,29,16h17m04.5s +29d24m07s,1.3,0.9999,0.285,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,440,03h15m02.8s +79d03m16s,1.52,0.7143,0.657,Collapse,X-Ray / Gamma,SINGULARITY,,,482,08h03m35.7s +32d52m31s,1.44,0.9999,0.318,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h56m48.2s +06d09m04s,1.56,0.9999,0.343,Stable,V-Band (Green),MAGNESIUM,,,14,09h34m55.1s +11d09m26s,0.69,0.8005,0.238,Collapse,X-Ray / Gamma,SINGULARITY,,,5,18h49m17.1s -49d01m38s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,568,19h33m41.0s -24d49m47s,0.57,0.7431,0.227,Collapse,X-Ray / Gamma,SINGULARITY,,,876,03h02m23.4s -01d43m45s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,17h03m42.0s +09d37m35s,1.08,0.9999,0.237,Forming,K-Band (IR),PROTO-MATTER,
,10,11h14m17.2s -07d04m19s,1.34,0.9999,0.296,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h17m28.6s +29d21m16s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,440,03h23m02.5s +78d59m10s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,482,07h54m14.3s +32d39m54s,1.35,0.9999,0.298,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,18h57m44.8s +06d06m05s,1.3,0.9999,0.286,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h34m35.9s +11d12m54s,1.33,0.9999,0.293,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h53m22.4s -48d51m16s,1.33,0.9999,0.292,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,568,19h42m21.3s -24d59m12s,1.39,0.9999,0.306,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,877,03h16m56.6s -01d55m53s,0.48,0.5954,0.299,Collapse,X-Ray / Gamma,SINGULARITY,,,19,17h02m38.9s +09d37m08s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h16m24.6s -06d59m09s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h18m43.8s +29d12m39s,1.69,0.9999,0.373,High-Tension,B/V (Violet),CALCIUM,,,441,03h29m09.7s +78d56m14s,0.67,0.9698,0.156,Ghost,Radio / CMB,DARK MATTER,,,482,07h49m06.6s +32d33m21s,1.27,0.9999,0.279,Forming,K-Band (IR),PROTO-MATTER,,,40,19h01m29.8s +05d54m09s,0.74,0.9999,0.163,Ghost,Radio / CMB,DARK MATTER,,,14,09h34m18.9s +11d15m27s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,5,18h54m23.9s -48d48m41s,0.92,0.8386,0.289,Collapse,X-Ray / Gamma,SINGULARITY,,,568,19h46m40.7s -25d03m57s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,877,03h29m49.1s -02d06m30s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h59m28.6s +09d35m44s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h17m06.9s -06d57m25s,1.31,0.9999,0.289,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h20m03.0s +29d04m00s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,03h35m22.9s +78d53m26s,1.15,0.9999,0.254,Forming,K-Band (IR),PROTO-MATTER,,,483,07h37m58.0s +32d19m48s,1.35,0.9999,0.298,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h02m25.7s +05d51m11s,0.61,0.8907,0.17,Collapse,X-Ray / Gamma,SINGULARITY,,,14,09h34m12.7s +11d16m18s,1.68,0.9999,0.37,High-Tension,B/V (Violet),CALCIUM,,,6,18h56m26.9s -48d43m31s,1.55,0.8193,0.508,Collapse,X-Ray / Gamma,SINGULARITY,,,569,20h12m22.8s -25d33m13s,2.22,0.9999,0.488,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,877,03h33m12.2s -02d09m18s,1.28,0.9999,0.282,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h56m17.0s +09d34m18s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h17m49.1s -06d55m42s,1.35,0.9999,0.298,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h20m30.3s +29d01m06s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,03h41m42.1s +78d50m46s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,483,07h19m06.9s +31d58m20s,1.33,0.9999,0.292,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h03m21.5s +05d48m12s,1.11,0.9187,0.288,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h33m59.7s +11d17m58s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,18h58m30.0s -48d38m21s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,569,20h20m50.1s -25d43m15s,0.69,0.9999,0.152,Ghost,Radio / CMB,DARK MATTER,,,877,03h36m39.1s -02d12m08s,0.81,0.9999,0.179,Ghost,Radio / CMB,DARK MATTER,,,19,16h53m04.0s +09d32m50s,1.94,0.9999,0.426,Life-Stable,B-Band (Blue),HELIUM/CARBON,
,10,11h20m36.7s -06d48m51s,1.34,0.9999,0.294,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h20m58.1s +28d58m13s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,03h43m49.7s +78d49m55s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,484,07h05m11.0s +31d43m16s,0.47,0.6523,0.24,Collapse,X-Ray / Gamma,SINGULARITY,,,40,19h04m17.0s +05d45m14s,0.95,0.8949,0.26,Collapse,X-Ray / Gamma,SINGULARITY,,,14,09h33m52.7s +11d18m48s,0.34,0.7304,0.14,Collapse,X-Ray / Gamma,SINGULARITY,,,6,18h59m31.6s -48d35m46s,4.59,0.9999,1.01,Fuel,UV / Lyman,HYDROGEN,,,569,20h29m13.1s -25d53m24s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,878,03h51m05.3s -02d23m59s,3.77,0.9999,0.829,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,19,16h51m59.4s +09d32m19s,1.33,0.9999,0.293,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h21m18.4s -06d47m09s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h23m23.7s +28d43m39s,1.2,0.9999,0.263,Forming,K-Band (IR),PROTO-MATTER,,,441,03h48m07.0s +78d48m15s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,484,06h42m22.4s +31d19m33s,1.2,0.9999,0.265,Forming,K-Band (IR),PROTO-MATTER,,,40,19h05m12.5s +05d42m15s,2.29,0.6925,1.051,Collapse,X-Ray / Gamma,SINGULARITY,,,14,09h33m45.6s +11d19m37s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h07m46.1s -48d15m09s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,569,20h49m49.4s -26d19m23s,0.64,0.7152,0.274,Collapse,X-Ray / Gamma,SINGULARITY,,,878,03h58m40.6s -02d30m13s,1.28,0.9999,0.282,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h49m49.7s +09d31m18s,1.62,0.8633,0.479,Collapse,X-Ray / Gamma,SINGULARITY,
,10,11h23m22.7s -06d42m03s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h23m54.1s +28d40m43s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,03h50m16.5s +78d47m26s,1.75,0.897,0.478,Collapse,X-Ray / Gamma,SINGULARITY,,,485,06h17m26.2s +30d54m32s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h06m07.7s +05d39m17s,1.41,0.9999,0.31,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h33m14.5s +11d22m52s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h09m50.1s -48d10m00s,1.06,0.9999,0.233,Forming,K-Band (IR),PROTO-MATTER,,,569,20h53m52.6s -26d24m40s,0.64,0.9005,0.173,Ghost,Radio / CMB,DARK MATTER,,,878,04h31m20.8s -02d57m13s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h42m11.3s +09d27m35s,1.57,0.9999,0.346,Stable,V-Band (Green),MAGNESIUM,
,10,11h24m04.0s -06d40m21s,0.77,0.9999,0.17,Ghost,Radio / CMB,DARK MATTER,,,,29,16h25m28.3s +28d31m54s,1.36,0.9999,0.3,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,03h56m48.8s +78d45m05s,1.69,0.9999,0.371,High-Tension,B/V (Violet),CALCIUM,,,486,05h22m06.2s +30d00m37s,0.54,0.8367,0.169,Collapse,X-Ray / Gamma,SINGULARITY,,,40,19h11m36.0s +05d21m28s,0.76,0.9999,0.166,Ghost,Radio / CMB,DARK MATTER,,,14,09h32m57.4s +11d24m28s,1.16,0.9999,0.255,Forming,K-Band (IR),PROTO-MATTER,,,6,19h11m54.2s -48d04m52s,0.73,0.9999,0.162,Ghost,Radio / CMB,DARK MATTER,,,569,20h57m54.2s -26d30m00s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,879,04h44m28.9s -03d08m10s,1.39,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h39m59.0s +09d26m28s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h24m45.1s -06d38m39s,1.36,0.9999,0.299,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h26m00.6s +28d28m58s,1.1,0.8257,0.354,Collapse,X-Ray / Gamma,SINGULARITY,,,441,03h59m00.8s +78d44m20s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,486,05h12m17.0s +29d51m09s,1.16,0.9999,0.256,Forming,K-Band (IR),PROTO-MATTER,,,40,19h12m30.2s +05d18m30s,0.93,0.8588,0.277,Collapse,X-Ray / Gamma,SINGULARITY,,,14,09h32m20.3s +11d27m37s,0.23,0.5034,0.203,Collapse,X-Ray / Gamma,SINGULARITY,,,6,19h12m56.4s -48d02m18s,0.7,0.9367,0.175,Ghost,Radio / CMB,DARK MATTER,,,570,21h25m18.2s -27d08m10s,0.74,0.9999,0.163,Ghost,Radio / CMB,DARK MATTER,,,879,04h58m03.4s -03d19m36s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h35m32.7s +09d24m12s,1.25,0.8308,0.397,Collapse,X-Ray / Gamma,SINGULARITY,
,10,11h27m28.5s -06d31m54s,1.87,0.9999,0.413,High-Tension,B/V (Violet),CALCIUM,,,,29,16h27m06.5s +28d23m03s,1.36,0.9999,0.299,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,04h01m13.3s +78d43m36s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,486,04h42m00.0s +29d21m56s,1.28,0.9999,0.281,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h14m17.9s +05d12m35s,1.3,0.9999,0.286,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h31m17.1s +11d32m11s,1.2,0.9999,0.263,Forming,K-Band (IR),PROTO-MATTER,,,6,19h15m00.7s -47d57m10s,1.35,0.9999,0.298,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Filter for CALCIUM,,,,,,,,,,,879,05h16m46.8s -03d35m32s,1.33,0.9999,0.292,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h32m11.6s +09d22m27s,1.44,0.9999,0.317,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h28m49.6s -06d28m33s,1.34,0.9999,0.294,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h28m14.3s +28d17m08s,0.75,0.796,0.262,Collapse,X-Ray / Gamma,SINGULARITY,,,441,04h07m54.3s +78d41m29s,1.34,0.9999,0.296,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,486,04h31m40.1s +29d11m55s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h15m11.6s +05d09m37s,1.82,0.9999,0.401,High-Tension,B/V (Violet),CALCIUM,,,14,09h31m05.7s +11d32m56s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h16m03.0s -47d54m37s,1.07,0.7307,0.441,Collapse,X-Ray / Gamma,SINGULARITY,,,552,16h07m07.6s -22d58m57s,1.78,0.9999,0.391,High-Tension,B/V (Violet),CALCIUM,,,879,05h21m33.9s -03d39m38s,1.32,0.9999,0.29,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h31m04.3s +09d21m51s,1.9,0.9999,0.418,High-Tension,B/V (Violet),CALCIUM,
,10,11h30m10.3s -06d25m12s,1.22,0.8199,0.4,Collapse,X-Ray / Gamma,SINGULARITY,,,,29,16h28m48.9s +28d14m10s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,04h19m13.6s +78d38m15s,1.19,0.9999,0.262,Forming,K-Band (IR),PROTO-MATTER,,,487,04h10m43.0s +28d51m31s,1.42,0.9999,0.313,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h17m51.5s +05d00m45s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h29m25.3s +11d38m44s,0.66,0.7276,0.274,Collapse,X-Ray / Gamma,SINGULARITY,,,6,19h18m07.5s -47d49m29s,1.37,0.9999,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,557,13h56m00.6s -20d15m14s,1.77,0.9999,0.39,High-Tension,B/V (Violet),CALCIUM,,,880,05h41m04.8s -03d56m34s,0.48,0.6804,0.228,Collapse,X-Ray / Gamma,SINGULARITY,,,19,16h24m17.5s +09d18m11s,1.34,0.9999,0.295,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h33m30.0s -06d16m52s,1.29,0.9999,0.284,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h31m11.7s +28d02m14s,1.3,0.9999,0.286,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,441,04h26m07.5s +78d36m30s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,487,03h27m59.2s +28d09m12s,1.21,0.9999,0.266,Forming,K-Band (IR),PROTO-MATTER,,,40,19h18m44.5s +04d57m47s,1.43,0.9999,0.314,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h29m11.6s +11d39m27s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h20m12.2s -47d44m22s,1.5,0.9999,0.33,Stable,V-Band (Green),MAGNESIUM,,,562,14h13m14.2s -20d17m47s,1.64,0.9999,0.36,High-Tension,B/V (Violet),CALCIUM,,,880,05h56m04.4s -04d09m48s,1.43,0.9999,0.315,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h23m09.2s +09d17m33s,0.59,0.9092,0.157,Ghost,Radio / CMB,DARK MATTER,
,10,11h34m09.6s -06d15m12s,2.44,0.9999,0.536,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,,29,16h31m48.5s +27d59m15s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,442,04h30m45.8s +78d35m25s,1.42,0.9999,0.312,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,488,03h17m12.1s +27d58m19s,1.36,0.9999,0.299,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h23m58.5s +04d40m05s,0.89,0.9999,0.197,Forming,K-Band (IR),PROTO-MATTER,,,14,09h28m57.7s +11d40m09s,1.28,0.9999,0.281,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h26m27.2s -47d29m02s,1.45,0.9999,0.319,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,Filter for HELIUM/CARBON,,,,,,,,,,,880,06h06m13.0s -04d18m52s,1.4,0.9999,0.307,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h22m00.8s +09d16m55s,1.25,0.9544,0.302,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h34m49.1s -06d13m33s,1.3,0.9999,0.287,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h33m03.6s +27d53m15s,1.38,0.9999,0.304,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,442,04h35m26.1s +78d34m24s,1.44,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,489,01h40m54.7s +26d15m12s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h32m27.3s +04d10m42s,2.3,0.9999,0.506,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,14,09h27m59.4s +11d42m54s,1.33,0.9999,0.294,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h29m35.2s -47d21m24s,1.31,0.9999,0.288,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,555,14h57m49.8s -21d20m20s,2.28,0.9999,0.501,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,880,06h16m27.9s -04d28m08s,1.4,0.9999,0.308,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h19m43.6s +09d15m38s,1.36,0.9999,0.299,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),
,10,11h40m01.2s -06d00m24s,1.4,0.9999,0.309,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,,29,16h33m41.8s +27d50m15s,0.4,0.6402,0.215,Collapse,X-Ray / Gamma,SINGULARITY,,,442,04h42m29.9s +78d32m59s,1.27,0.9999,0.279,Forming,K-Band (IR),PROTO-MATTER,,,489,01h30m31.8s +26d03m12s,1.43,0.9999,0.316,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,40,19h35m45.4s +03d58m59s,1.38,0.9999,0.303,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,14,09h27m13.1s +11d44m55s,1.37,0.9999,0.301,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,6,19h30m37.9s -47d18m51s,1.39,0.9999,0.305,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,565,16h40m25.6s -22d08m36s,2.91,0.9999,0.64,Life-Stable,B-Band (Blue),HELIUM/CARBON,,,881,06h37m13.9s -04d47m14s,1.41,0.9999,0.311,MAX STABILITY,V-Band (Yellow),IRON (Fe-56),,,19,16h17m25.9s +09d14m20s,0.66,0.9999,0.145,Ghost,Radio / CMB,DARK MATTER,
